No.,Time,Source,Destination,Protocol,Length,Info
5817,0.039507,203.242.74.144,60.79.71.138,TCP,1474,80  >  50410 [ACK] Seq=329473 Ack=1 Win=64064 Len=1408 TSval=846867409 TSecr=724803018
5818,0.039542,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=860347 Win=16375 Len=0 TSval=1631208123 TSecr=851307158
5819,0.03955,203.242.74.144,60.79.71.138,TCP,1474,"80  >  50410 [PSH, ACK] Seq=330881 Ack=1 Win=64064 Len=1408 TSval=846867409 TSecr=724803018"
5820,0.039554,203.242.76.172,222.101.222.163,TCP,378,"22  >  48420 [PSH, ACK] Seq=1 Ack=1 Win=240 Len=312 TSval=2160480963 TSecr=3480680"
5821,0.039571,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=622317 Ack=1051 Win=657 Len=1440
5822,0.039577,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=623757 Ack=1051 Win=657 Len=1440
5823,0.039579,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=641957 Ack=1 Win=1025 Len=1414
5824,0.039597,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=643371 Ack=1 Win=1025 Len=1414
5825,0.039598,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=625197 Ack=1051 Win=657 Len=1440
5826,0.039598,126.187.209.52,203.242.68.95,TCP,54,50022  >  5058 [ACK] Seq=109 Ack=403833 Win=26723 Len=0
5827,0.039607,202.235.195.33,13.148.76.84,TCP,1526,51787  >  443 [ACK] Seq=626637 Ack=1051 Win=657 Len=1472
5828,0.039613,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=644785 Ack=1 Win=1025 Len=1414
5829,0.03963,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=646199 Ack=1 Win=1025 Len=1414
5830,0.039637,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=647613 Ack=1 Win=1025 Len=1414
5831,0.039654,185.189.169.224,202.229.94.149,TCP,74,"22  >  44058 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=2608760667 TSecr=2109278863 WS=128"
5832,0.039655,203.242.85.196,178.43.206.161,ICMP,60,"Echo (ping) request  id=0xea27, seq=4585/59665, ttl=61 (no response found!)"
5833,0.039656,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=649027 Ack=1 Win=1025 Len=1414
5834,0.039662,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=650441 Ack=1 Win=1025 Len=1414
5835,0.039668,203.242.74.144,60.79.71.138,TCP,1474,"80  >  50410 [PSH, ACK] Seq=332289 Ack=1 Win=64064 Len=1408 TSval=846867409 TSecr=724803018"
5836,0.039674,60.181.32.144,203.242.66.199,TCP,1468,"63875  >  35089 [PSH, ACK] Seq=651855 Ack=1 Win=1025 Len=1414"
5837,0.039674,172.163.190.29,202.235.195.144,TCP,66,443  >  53709 [ACK] Seq=1 Ack=229 Win=61440 Len=0 TSval=2559654551 TSecr=4214194574
5838,0.039692,142.53.44.187,150.202.42.101,TCP,54,56101  >  52869 [SYN] Seq=0 Win=65535 Len=0
5839,0.039693,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=653269 Ack=1 Win=1025 Len=1414
5840,0.039719,110.23.27.189,203.242.85.196,ICMP,60,"Echo (ping) reply    id=0xda27, seq=5247/32532, ttl=48"
5841,0.03972,203.242.85.196,177.250.157.108,ICMP,60,"Echo (ping) request  id=0xe527, seq=3362/8717, ttl=61 (no response found!)"
5842,0.039746,203.242.74.144,60.79.71.138,TCP,2882,80  >  50410 [ACK] Seq=333697 Ack=1 Win=64064 Len=2816 TSval=846867409 TSecr=724803019
5843,0.03975,210.209.29.72,203.242.64.23,TCP,1514,443  >  57658 [ACK] Seq=7301 Ack=1 Win=245 Len=1460
5844,0.039751,203.242.74.144,60.79.71.138,TCP,1474,"80  >  50410 [PSH, ACK] Seq=336513 Ack=1 Win=64064 Len=1408 TSval=846867409 TSecr=724803019"
5845,0.039768,210.209.29.72,203.242.64.23,TCP,1514,443  >  57658 [ACK] Seq=8761 Ack=1 Win=245 Len=1460
5846,0.039776,23.191.254.201,202.235.195.6,TCP,2140,443  >  58129 [ACK] Seq=16922 Ack=528 Win=360 Len=2074 TSval=1171930794 TSecr=1653666418
5847,0.039777,185.190.216.21,150.202.96.34,TCP,54,57936  >  13099 [SYN] Seq=0 Win=1024 Len=0
5848,0.039805,172.163.190.29,202.235.195.144,TCP,213,"443  >  53709 [PSH, ACK] Seq=1 Ack=229 Win=61440 Len=147 TSval=2559654551 TSecr=4214194574"
5849,0.039821,203.242.66.199,60.181.32.144,TCP,54,35089  >  63875 [ACK] Seq=1 Ack=644785 Win=15308 Len=0
5850,0.039838,74.116.225.232,202.235.195.6,TCP,1462,443  >  51128 [ACK] Seq=30713 Ack=1 Win=692 Len=1396 TSval=1390236177 TSecr=2975908875
5851,0.039846,74.116.225.232,202.235.195.6,TCP,1462,443  >  51128 [ACK] Seq=32109 Ack=1 Win=692 Len=1396 TSval=1390236177 TSecr=2975908875
5852,0.039851,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=525265 Ack=109 Win=1452 Len=1412
5853,0.039852,126.92.241.109,203.242.68.70,UDP,293,46542  >  40031 Len=251[Packet size limited during capture]
5854,0.039863,203.242.85.196,212.116.92.240,ICMP,60,"Echo (ping) request  id=0xe527, seq=4586/59921, ttl=61 (no response found!)"
5855,0.039863,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=526677 Ack=109 Win=1452 Len=1412
5856,0.039874,74.116.91.23,202.235.195.6,TCP,1462,443  >  52219 [ACK] Seq=50257 Ack=1 Win=721 Len=1396 TSval=1424190353 TSecr=931263181
5857,0.039891,203.242.66.199,60.181.32.144,TCP,54,35089  >  63875 [ACK] Seq=1 Ack=651855 Win=15308 Len=0
5858,0.039892,203.242.85.196,167.236.64.39,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
5859,0.039892,74.116.91.23,202.235.195.6,TCP,1462,443  >  52219 [ACK] Seq=51653 Ack=1 Win=721 Len=1396 TSval=1424190353 TSecr=931263181
5860,0.039893,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=528089 Ack=109 Win=1452 Len=1412
5861,0.039898,74.116.91.23,202.235.195.6,TCP,1462,443  >  52219 [ACK] Seq=53049 Ack=1 Win=721 Len=1396 TSval=1424190353 TSecr=931263181
5862,0.039903,203.242.85.196,120.234.133.187,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
5863,0.039903,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=529501 Ack=109 Win=1452 Len=1412
5864,0.039909,74.116.91.23,202.235.195.6,TCP,1462,443  >  52219 [ACK] Seq=54445 Ack=1 Win=721 Len=1396 TSval=1424190353 TSecr=931263181
5865,0.039913,2001:7e7d:6f9:c00d:e33:608f:8e80:3de,2610:cc27:777:edb4:1630:ff86:feaf:83e1,TCP,94,"58307  >  61746 [SYN, ACK] Seq=0 Ack=1 Win=64260 Len=0 SACK_PERM TSval=846867409 TSecr=4239774921 MSS=1440 WS=4"
5866,0.039914,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=530913 Ack=109 Win=1452 Len=1412
5867,0.039921,74.116.91.23,202.235.195.6,TCP,1462,443  >  52219 [ACK] Seq=55841 Ack=1 Win=721 Len=1396 TSval=1424190353 TSecr=931263181
5868,0.03993,203.242.85.196,92.61.114.70,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
5869,0.03993,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=532325 Ack=109 Win=1452 Len=1412
5870,0.039933,74.116.91.23,202.235.195.6,TCP,1462,443  >  52219 [ACK] Seq=57237 Ack=1 Win=721 Len=1396 TSval=1424190353 TSecr=931263181
5871,0.039933,60.65.95.135,203.242.85.196,ICMP,60,"Echo (ping) reply    id=0xef27, seq=4727/30482, ttl=57 (request in 3445)"
5872,0.039934,185.148.48.141,133.251.167.238,TCP,54,51942  >  6778 [SYN] Seq=0 Win=1024 Len=0
5873,0.039934,185.190.216.162,150.202.160.42,TCP,54,59261  >  4040 [SYN] Seq=0 Win=1024 Len=0
5874,0.039938,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=533737 Ack=109 Win=1452 Len=1412
5875,0.039959,203.242.85.196,181.162.129.233,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
5876,0.039959,203.242.66.199,60.181.32.144,TCP,54,35089  >  63875 [ACK] Seq=1 Ack=654683 Win=15308 Len=0
5877,0.039969,45.180.169.140,133.251.190.24,TCP,54,59495  >  44747 [ACK] Seq=1 Ack=1 Win=256 Len=0
5878,0.039971,203.242.85.196,183.126.30.50,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
5879,0.039973,64.110.122.92,202.235.195.6,TCP,66,443  >  53674 [ACK] Seq=1 Ack=127117 Win=3178 Len=0 TSval=2220764992 TSecr=973961748
5880,0.039975,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=876760 Win=16327 Len=0 TSval=1631208123 TSecr=851307158
5881,0.039983,185.190.216.21,163.171.175.135,TCP,54,57936  >  13098 [SYN] Seq=0 Win=1024 Len=0
5882,0.039987,203.242.85.196,119.158.239.104,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
5883,0.040004,203.242.85.196,51.12.191.103,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
5884,0.04002,203.242.85.196,190.16.117.184,ICMP,60,"Echo (ping) request  id=0xef27, seq=495/61185, ttl=61 (no response found!)"
5885,0.040036,23.191.255.233,202.235.195.144,TCP,1514,443  >  61038 [ACK] Seq=167969 Ack=1 Win=1392 Len=1448 TSval=1581989573 TSecr=4214194574
5886,0.040044,23.191.255.233,202.235.195.144,TCP,1514,443  >  61038 [ACK] Seq=169417 Ack=1 Win=1392 Len=1448 TSval=1581989573 TSecr=4214194574
5887,0.04006,23.191.255.233,202.235.195.144,TCP,1514,443  >  61038 [ACK] Seq=170865 Ack=1 Win=1392 Len=1448 TSval=1581989573 TSecr=4214194574
5888,0.040069,23.7.149.86,202.235.195.6,TCP,1514,443  >  54661 [ACK] Seq=56473 Ack=1 Win=980 Len=1448 TSval=1014532246 TSecr=92245567
5889,0.040073,203.242.74.73,204.210.45.27,IPv4,120,[Packet size limited during capture]
5890,0.040082,23.7.149.86,202.235.195.6,TCP,1514,443  >  54661 [ACK] Seq=57921 Ack=1 Win=980 Len=1448 TSval=1014532246 TSecr=92245567
5891,0.040082,64.110.122.92,202.235.195.6,TCP,66,443  >  53673 [ACK] Seq=1 Ack=66529 Win=3144 Len=0 TSval=2657023553 TSecr=973961741
5892,0.040086,185.148.48.141,133.74.194.37,TCP,54,51942  >  7169 [SYN] Seq=0 Win=1024 Len=0
5893,0.040107,45.180.169.140,133.251.190.24,TCP,426,"59495  >  44747 [PSH, ACK] Seq=1 Ack=1 Win=256 Len=372"
5894,0.040108,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=880882 Win=16375 Len=0 TSval=1631208123 TSecr=851307158
5895,0.040114,203.242.85.196,79.159.59.116,ICMP,60,"Echo (ping) request  id=0xe527, seq=4586/59921, ttl=61 (no response found!)"
5896,0.040123,2001:7e7d:6f9:db6c:afff:800f:7f46:752,2a0c:915e:217f:b1f4:6fcc:f7c:8e77:8038,DNS,127,Standard query 0xf109[Packet size limited during capture]
5897,0.040134,173.66.45.212,202.235.195.6,TCP,1462,443  >  55429 [ACK] Seq=158013 Ack=1 Win=398 Len=1396 TSval=1372761064 TSecr=877514910
5898,0.040146,173.66.45.212,202.235.195.6,TCP,1462,443  >  55429 [ACK] Seq=159409 Ack=1 Win=398 Len=1396 TSval=1372761064 TSecr=877514910
5899,0.040158,173.66.45.212,202.235.195.6,TCP,1462,443  >  55429 [ACK] Seq=160805 Ack=1 Win=398 Len=1396 TSval=1372761064 TSecr=877514910
5900,0.040159,126.187.209.52,203.242.68.95,TCP,54,50022  >  5058 [ACK] Seq=109 Ack=409481 Win=26723 Len=0
5901,0.040172,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=654683 Ack=1 Win=1025 Len=1414
5902,0.040172,103.134.169.25,203.242.64.24,TCP,84,"443  >  23523 [PSH, ACK] Seq=1 Ack=1 Win=251 Len=30"
5903,0.040189,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=656097 Ack=1 Win=1025 Len=1414
5904,0.04019,103.134.169.25,203.242.64.24,TCP,517,"443  >  23523 [PSH, ACK] Seq=31 Ack=1 Win=251 Len=463"
5905,0.0402,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=657511 Ack=1 Win=1025 Len=1414
5906,0.040217,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=658925 Ack=1 Win=1025 Len=1414
5907,0.040217,202.235.195.33,13.148.76.84,TCP,54,51787  >  443 [ACK] Seq=628109 Ack=1135 Win=657 Len=0
5908,0.040224,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=660339 Ack=1 Win=1025 Len=1414
5909,0.040225,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=882181 Win=16375 Len=0 TSval=1631208123 TSecr=851307158
5910,0.040225,70.220.177.250,203.242.68.75,TCP,66,54848  >  80 [ACK] Seq=1 Ack=4294860737 Win=21882 Len=0 TSval=1344496379 TSecr=2173659881
5911,0.040237,198.57.236.222,202.235.195.6,TCP,1514,443  >  61737 [ACK] Seq=2897 Ack=1 Win=2050 Len=1448 TSval=3050565008 TSecr=1450413840
5912,0.040254,133.251.190.80,67.178.117.25,TCP,74,"23  >  60267 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 TSval=3697210247 TSecr=629958174 WS=128"
5913,0.040255,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=661753 Ack=1 Win=1025 Len=1414
5914,0.040261,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=663167 Ack=1 Win=1025 Len=1414
5915,0.040277,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=664581 Ack=1 Win=1025 Len=1414
5916,0.040286,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=665995 Ack=1 Win=1025 Len=1414
5917,0.040286,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=884929 Win=16375 Len=0 TSval=1631208123 TSecr=851307158
5918,0.040303,203.242.74.144,133.89.0.223,TCP,2962,80  >  18872 [ACK] Seq=219205 Ack=1 Win=64074 Len=2896 TSval=846867409 TSecr=382646110
5919,0.040304,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=667409 Ack=1 Win=1025 Len=1414
5920,0.040309,203.242.74.144,133.89.0.223,TCP,3829,80  >  18872 [ACK] Seq=222101 Ack=1 Win=64074 Len=3763 TSval=846867409 TSecr=382646110
5921,0.04031,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=668823 Ack=1 Win=1025 Len=1414
5922,0.040323,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=670237 Ack=1 Win=1025 Len=1414
5923,0.040325,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=628109 Ack=1135 Win=657 Len=1440
5924,0.040334,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=671651 Ack=1 Win=1025 Len=1414
5925,0.04034,202.235.195.33,13.148.76.84,TCP,1510,51787  >  443 [ACK] Seq=629549 Ack=1135 Win=657 Len=1456
5926,0.040345,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=673065 Ack=1 Win=1025 Len=1414
5927,0.040358,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=674479 Ack=1 Win=1025 Len=1414
5928,0.040359,208.82.135.179,203.242.85.196,ICMP,60,"Echo (ping) reply    id=0xef27, seq=4727/30482, ttl=57"
5929,0.04036,133.89.0.223,203.242.74.144,TCP,66,18872  >  80 [ACK] Seq=1 Ack=206083 Win=63156 Len=0 TSval=382646120 TSecr=846867409
5930,0.04036,23.191.254.201,202.235.195.6,TCP,78,[TCP Dup ACK 5002#1] 443  >  58128 [ACK] Seq=1 Ack=1 Win=361 Len=0 TSval=1171930795 TSecr=1653666420 SLE=4294966762 SRE=1
5931,0.040374,64.110.122.92,202.235.195.6,TCP,66,443  >  53673 [ACK] Seq=1 Ack=68905 Win=3144 Len=0 TSval=2657023553 TSecr=973961748
5932,0.040375,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=675893 Ack=1 Win=1025 Len=1414
5933,0.040376,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=631005 Ack=1135 Win=657 Len=1440
5934,0.040386,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=677307 Ack=1 Win=1025 Len=1414
5935,0.040388,202.235.195.33,13.148.76.84,TCP,1510,51787  >  443 [ACK] Seq=632445 Ack=1135 Win=657 Len=1456
5936,0.040397,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=678721 Ack=1 Win=1025 Len=1414
5937,0.040414,23.7.149.251,202.235.195.6,TCP,1514,443  >  49326 [ACK] Seq=56473 Ack=1 Win=243 Len=1448 TSval=719591789 TSecr=658895047
5938,0.040422,133.89.0.223,203.242.74.144,TCP,66,18872  >  80 [ACK] Seq=1 Ack=207531 Win=65535 Len=0 TSval=382646120 TSecr=846867409
5939,0.040423,23.7.149.251,202.235.195.6,TCP,1514,443  >  49326 [ACK] Seq=57921 Ack=1 Win=243 Len=1448 TSval=719591789 TSecr=658895047
5940,0.040423,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=887677 Win=16375 Len=0 TSval=1631208123 TSecr=851307158
5941,0.040424,202.235.195.33,13.148.76.84,TCP,1502,51787  >  443 [ACK] Seq=633901 Ack=1135 Win=657 Len=1448
5942,0.040434,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=680135 Ack=1 Win=1025 Len=1414
5943,0.040442,203.242.66.199,60.181.32.144,TCP,54,35089  >  63875 [ACK] Seq=1 Ack=661753 Win=15308 Len=0
5944,0.040446,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=681549 Ack=1 Win=1025 Len=1414
5945,0.040463,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=682963 Ack=1 Win=1025 Len=1414
5946,0.040471,60.181.32.144,203.242.66.199,TCP,1468,"63875  >  35089 [PSH, ACK] Seq=684377 Ack=1 Win=1025 Len=1414"
5947,0.040482,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=685791 Ack=1 Win=1025 Len=1414
5948,0.040482,133.89.0.223,203.242.74.144,TCP,66,18872  >  80 [ACK] Seq=1 Ack=210427 Win=63156 Len=0 TSval=382646120 TSecr=846867409
5949,0.040501,133.89.0.223,203.242.74.144,TCP,66,18872  >  80 [ACK] Seq=1 Ack=211577 Win=65535 Len=0 TSval=382646120 TSecr=846867409
5950,0.040501,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=687205 Ack=1 Win=1025 Len=1414
5951,0.040502,45.180.169.140,133.251.190.24,TCP,91,"59495  >  44747 [PSH, ACK] Seq=373 Ack=1 Win=256 Len=37"
5952,0.040505,203.242.66.199,60.181.32.144,TCP,54,35089  >  63875 [ACK] Seq=1 Ack=668823 Win=15268 Len=0
5953,0.04051,218.234.206.33,203.242.85.196,ICMP,60,"Echo (ping) reply    id=0xea27, seq=1969/45319, ttl=54"
5954,0.040511,203.242.71.249,194.213.66.145,DNS,115,Standard query 0x0a2e[Packet size limited during capture]
5955,0.040512,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=688619 Ack=1 Win=1025 Len=1414
5956,0.040522,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=690033 Ack=1 Win=1025 Len=1414
5957,0.040522,192.154.219.156,203.242.85.196,ICMP,70,Time-to-live exceeded (Time to live exceeded in transit)
5958,0.040524,203.242.85.196,42.103.180.122,ICMP,60,"Echo (ping) request  id=0xef27, seq=4727/30482, ttl=61 (no response found!)"
5959,0.040535,203.242.85.196,80.69.50.37,ICMP,60,"Echo (ping) request  id=0xef27, seq=4727/30482, ttl=61 (no response found!)"
5960,0.040535,203.242.85.196,95.243.173.56,ICMP,60,"Echo (ping) request  id=0xea27, seq=4585/59665, ttl=61 (no response found!)"
5961,0.040537,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=691447 Ack=1 Win=1025 Len=1414
5962,0.040546,185.190.216.42,150.202.150.186,TCP,54,54588  >  33920 [SYN] Seq=0 Win=1024 Len=0
5963,0.040546,45.180.169.140,133.251.190.24,TCP,63,"59495  >  44747 [PSH, ACK] Seq=410 Ack=1 Win=256 Len=9"
5964,0.040547,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=692861 Ack=1 Win=1025 Len=1414
5965,0.040547,64.110.122.92,202.235.195.6,TCP,66,443  >  53674 [ACK] Seq=1 Ack=129493 Win=3178 Len=0 TSval=2220764993 TSecr=973961748
5966,0.040548,203.242.85.196,113.233.254.232,ICMP,60,"Echo (ping) request  id=0xea27, seq=2058/2568, ttl=61 (no response found!)"
5967,0.040551,45.180.169.140,133.251.190.24,TCP,54,"59495  >  44747 [RST, ACK] Seq=419 Ack=1 Win=0 Len=0"
5968,0.040551,133.89.0.223,203.242.74.144,TCP,66,18872  >  80 [ACK] Seq=1 Ack=213542 Win=64087 Len=0 TSval=382646120 TSecr=846867409
5969,0.040587,203.242.66.199,60.181.32.144,TCP,54,35089  >  63875 [ACK] Seq=1 Ack=675893 Win=15308 Len=0
5970,0.040598,23.191.254.201,202.235.195.6,TCP,1514,443  >  58130 [ACK] Seq=9940 Ack=536 Win=369 Len=1448 TSval=1171930795 TSecr=1653666420
5971,0.040609,23.191.254.201,202.235.195.6,TCP,1514,443  >  58130 [ACK] Seq=11388 Ack=536 Win=369 Len=1448 TSval=1171930795 TSecr=1653666420
5972,0.040626,23.191.254.201,202.235.195.6,TCP,1514,443  >  58130 [ACK] Seq=12836 Ack=536 Win=369 Len=1448 TSval=1171930795 TSecr=1653666420
5973,0.040632,202.235.195.33,13.148.76.84,TCP,1502,51787  >  443 [ACK] Seq=635349 Ack=1177 Win=657 Len=1448
5974,0.040634,203.242.66.199,60.181.32.144,TCP,54,35089  >  63875 [ACK] Seq=1 Ack=680135 Win=15308 Len=0
5975,0.040634,203.242.85.196,73.41.121.75,ICMP,60,"Echo (ping) request  id=0xea27, seq=2461/40201, ttl=61 (no response found!)"
5976,0.040636,23.191.254.201,202.235.195.6,TCP,1514,443  >  58130 [ACK] Seq=14284 Ack=536 Win=369 Len=1448 TSval=1171930795 TSecr=1653666420
5977,0.040647,23.191.254.201,202.235.195.6,TCP,1514,443  >  58130 [ACK] Seq=15732 Ack=536 Win=369 Len=1448 TSval=1171930795 TSecr=1653666420
5978,0.040647,118.238.21.220,202.229.77.109,TCP,58,54274  >  1433 [SYN] Seq=0 Win=1024 Len=0 MSS=1452
5979,0.040665,203.242.85.196,201.89.1.145,ICMP,60,"Echo (ping) request  id=0xea27, seq=1364/21509, ttl=61 (no response found!)"
5980,0.040665,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=535149 Ack=109 Win=1452 Len=1412
5981,0.040666,203.242.85.196,209.169.249.129,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
5982,0.040675,203.242.85.196,108.12.173.153,ICMP,60,"Echo (ping) request  id=0xda27, seq=61/15616, ttl=61 (no response found!)"
5983,0.040675,203.242.85.196,113.125.249.233,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
5984,0.040676,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=536561 Ack=109 Win=1452 Len=1412
5985,0.040716,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=537973 Ack=109 Win=1452 Len=1412
5986,0.040716,203.242.85.196,92.195.46.92,ICMP,60,"Echo (ping) request  id=0xda27, seq=714/51714, ttl=61 (no response found!)"
5987,0.040717,203.242.66.199,60.181.32.144,TCP,54,35089  >  63875 [ACK] Seq=1 Ack=687205 Win=15308 Len=0
5988,0.040725,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=694275 Ack=1 Win=1025 Len=1414
5989,0.040725,133.89.0.223,203.242.74.144,TCP,66,18872  >  80 [ACK] Seq=1 Ack=219205 Win=60389 Len=0 TSval=382646120 TSecr=846867409
5990,0.040726,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=539385 Ack=109 Win=1452 Len=1412
5991,0.040727,203.242.85.196,41.221.254.26,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
5992,0.040728,203.242.85.196,41.102.125.115,ICMP,60,"Echo (ping) request  id=0xea27, seq=1532/64517, ttl=61 (no response found!)"
5993,0.040728,163.171.186.204,192.117.6.39,TCP,66,59230  >  443 [ACK] Seq=1 Ack=93 Win=4862 Len=0 TSval=584809397 TSecr=261046027
5994,0.040739,60.181.32.144,203.242.66.199,TCP,1468,"63875  >  35089 [PSH, ACK] Seq=695689 Ack=1 Win=1025 Len=1414"
5995,0.040739,64.110.122.92,202.235.195.6,TCP,66,443  >  53674 [ACK] Seq=1 Ack=131869 Win=3178 Len=0 TSval=2220764993 TSecr=973961748
5996,0.040743,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=540797 Ack=109 Win=1452 Len=1412
5997,0.040755,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=697103 Ack=1 Win=1025 Len=1414
5998,0.040755,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=542209 Ack=109 Win=1452 Len=1412
5999,0.040756,126.187.209.52,203.242.68.95,TCP,54,50022  >  5058 [ACK] Seq=109 Ack=415129 Win=26723 Len=0
6000,0.040763,203.242.66.199,60.181.32.144,TCP,54,35089  >  63875 [ACK] Seq=1 Ack=694275 Win=15308 Len=0
6001,0.040763,203.242.74.144,133.89.0.223,TCP,2031,80  >  18872 [ACK] Seq=225864 Ack=1 Win=64074 Len=1965 TSval=846867409 TSecr=382646110
6002,0.040772,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=698517 Ack=1 Win=1025 Len=1414
6003,0.040773,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=543621 Ack=109 Win=1452 Len=1412
